name,lat,lng,type,state,district
Sarswat Bank,18.4769185,73.8181727,bank,,
HDFC Bank,12.894433,77.5683437,bank,,
Indian Overseas Bank,12.9785592,77.6414856,bank,,
Indian Bank,12.9234851,80.1984492,bank,,
HDFC Bank,12.9290002,80.2029955,bank,,
State Bank of India,12.9292878,80.2031028,bank,,
Hdfc Bank,30.3356878,76.384811,bank,,
Oriental Bank of Commerce,30.6050703,74.2542172,bank,,
HDFC,30.6081304,74.2562173,bank,,
Punjab National Bank,30.6061458,74.2544018,bank,,
pnjb  stat e bnk,30.8384731,75.9024021,bank,,
State Bank of India,13.0266099,80.2643255,bank,,
State Bank of India,12.9019316,77.5611814,bank,,
Corporation Bank,17.4421759,78.5047802,bank,,
Indian Overseas Bank,30.9261166,74.6155672,bank,,
State Bank of India,30.9260733,74.6159487,bank,,
State Bank of India,30.9261108,74.6164471,bank,,
Oriental Bank of Commerce,30.9249975,74.6205926,bank,,
IDBI Bank,30.9409537,74.6129566,bank,,
ICICI Bank,12.9241258,77.671756,bank,,
Canara Bank,13.3132446,76.9408125,bank,,
ICICI Bank,18.0100777,79.5601874,bank,,
ICICI Bank,28.794328,79.0171268,bank,,
Punjab & Sind Bank,30.9281858,74.6134436,bank,,
HDFC Bank Sahar Road,19.1092917,72.8529733,bank,,
Punjab National Bank,30.9375987,74.6230009,bank,,
Bank Of Badoda,28.7833879,79.0178725,bank,,
Punjab National Bank,28.782725,79.0198466,bank,,
Oriental Bank of Commerce,30.9315508,74.6217926,bank,,
Central Coperative Bank,30.9301569,74.619009,bank,,
Punjab National Bank,30.9246944,74.6168947,bank,,
Corporation Bank,12.9949844,77.6960255,bank,,
sngc bank,19.0615199,72.9072261,bank,,
HDFC Bank,28.587558,77.312592,bank,,
HDFC Bank,12.978084,77.6377484,bank,,
"HDFC Bank, Gill Branch",30.8516438,75.8600325,bank,,
State Bank of India,30.8515562,75.8600752,bank,,
Oriental Bank of Commerce,30.8434801,75.8623353,bank,,
Cooperation Bank,30.8434249,75.8623622,bank,,
Bank of Baroda,28.6434776,77.3228108,bank,,
HDFC BANK,19.0728652,72.9875583,bank,,
State Bank of India,25.6179449,85.1411437,bank,,
Reserve Bank of India,25.6143267,85.1459717,bank,,
SBI Regional Head Office,25.6184577,85.1411548,bank,,
Bank of Maharashtra,19.1665882,72.8468381,bank,,
State Bank of India,17.4174305,78.5433658,bank,,
Central Bank of India,28.3949963,77.0462656,bank,,
UCO Bank,30.8108642,75.8617783,bank,,
HDFC Bank,17.4389249,78.3983334,bank,,
ICICI Bank,17.439191,78.3959248,bank,,
Margadarsi Chit Fund,17.4391541,78.3958518,bank,,
kokan bank,19.0666595,72.920407,bank,,
State Bank of India,25.565898,91.8873032,bank,,
Axis,28.4672361,77.0812383,bank,,
State Bank of India,12.9652711,77.7135279,bank,,
Canara Bank,28.57316,77.2584634,bank,,
City Union Bank,12.9127092,77.6061623,bank,,
HDFC Bank,28.417248,77.050616,bank,,
Punjab & Sind Bank,30.6081685,74.256086,bank,,
State Bank of India,30.6081593,74.2559685,bank,,
ICICI,19.0603483,72.8985383,bank,,
New India Cop Bank,19.2094472,72.8205614,bank,,
Axis Bank,19.2126591,72.8429872,bank,,
State Bank of India,23.0744347,86.9695287,bank,,
HDFC Bank,12.9701438,77.6376584,bank,,
Maha Bank,12.9638721,77.6400982,bank,,
State Bank of India,11.2428796,76.9607273,bank,,
Axis Bank,11.025601,76.9435373,bank,,
City Union Bank,11.0258853,76.9460157,bank,,
State Bank of India,15.9246193,75.6788154,bank,,
State Bank of India,30.7725162,75.6502176,bank,,
State Bank of India,9.7137815,76.6874932,bank,,
ICICI Bank,17.4500598,78.5344104,bank,,
Bank of India,17.4490824,78.5362208,bank,,
Federal Bank,17.4500322,78.5347188,bank,,
Oriental Bank of Commerce,17.4521299,78.534008,bank,,
Laxmi Vilas Bank,17.4554895,78.5358373,bank,,
Bank of Maharashtra,17.456168,78.5359665,bank,,
Axis Bank,30.7759311,75.6502823,bank,,
HDFC Bank,12.9365,77.582432,bank,,
Bank of Baroda,12.9683229,77.749461,bank,,
City Union Bank,12.9698924,77.7497282,bank,,
Canara Bank,12.98568,77.5421189,bank,,
Karnataka State Co-op Apex Bank,12.9860568,77.5418754,bank,,
Federal Bank,9.9000797,76.7126933,bank,,
State Bank of India,9.898881,76.7127459,bank,,
Axis Bank,9.8971229,76.7136186,bank,,
State Bank of India,9.7464507,76.7022964,bank,,
HDFC Bank,9.7132395,76.6894385,bank,,
State Bank of India,34.1527738,77.5756127,bank,,
Erattupetta Block Co-op Urban Society,9.6866515,76.7779629,bank,,
Meenachil Co-op Employees Co-op Society,9.6864981,76.7778382,bank,,
North Malabar Gramin Bank,9.6867296,76.7775257,bank,,
Canara Bank,17.3968226,78.4845047,bank,,
State Bank of India,30.3899387,76.7803244,bank,,
Corporation Bank,12.932818,77.5842985,bank,,
The South Indian Bank,9.590015,76.5223844,bank,,
HDFC Bank,9.5933501,76.523029,bank,,
CSB Bank,9.5935371,76.5228635,bank,,
Karoor Vysya,9.5936255,76.523284,bank,,
Muthoot Fincorp,9.5934496,76.5231954,bank,,
Indian Overseas Bank,12.9773096,80.2618783,bank,,
State Bank of India,13.0511982,77.5526747,bank,,
State Bank of India,13.0325342,77.5587342,bank,,
State Bank of India,13.002535,77.578333,bank,,
Canara Bank,13.0022031,77.5783102,bank,,
Standard Chartered,12.9333844,77.6132413,bank,,
Axis Bank,12.9355699,77.6142407,bank,,
Axis Bank,28.4350802,77.1047634,bank,,
Bank,15.4619219,74.9872773,bank,,
ICICI Bank,12.9312478,77.5154648,bank,,
State Bank of India,12.9061186,77.5418693,bank,,
ICICI Bank,13.0996566,77.5838276,bank,,
State Bank of India,13.0767862,77.558223,bank,,
Syndicate Bank,13.0757025,77.558427,bank,,
State Bank of India,13.0730662,77.5463531,bank,,
Syndicate Bank,13.3480939,74.7319358,bank,,
Axis Bank,12.9338627,77.6304381,bank,,
State Bank of India,12.9353385,77.6138382,bank,,
State Bank of India,11.0266793,76.9457056,bank,,
