name,lat,lng,type,state,district
Jawahar Navodaya Vidhyalaya,9.4216127,76.8634501,preschool,,
C M S Lower Primary School,9.4331514,76.8519883,preschool,,
Govt ITI Nedumkavu Vayal,9.4544467,76.8446487,preschool,,
St Thomas High School,9.4427617,76.8538601,preschool,,
Govt LP School chathanthara,9.4226314,76.8826016,preschool,,
St Josephs Sunday School Mannadissala,9.4180442,76.8605611,preschool,,
Govt HSST Kadumeenchira,9.3969653,76.853512,preschool,,
CMS LP School,9.5383604,76.8827781,preschool,,
Govt. Welfare Lower Primary school,9.4559872,76.8451499,preschool,,
Government Upper Primary School Karimtharuvi,9.6635147,77.0026896,preschool,,
Chithambaram Memorial GHSS,9.5707863,77.0001387,preschool,,
Mariagiri EMHS School,9.580089,76.982653,preschool,,
Panchayath Hss Vandiperiyar,9.5734558,77.0765829,preschool,,
LP School,9.6436772,77.1723335,preschool,,
Kallivayalil Pappan Memmorial Public School and Juniour College,9.5381124,76.9035846,preschool,,
"Kumaran Ashan Memorial LP School ,36th Mile",9.5379731,76.9134933,preschool,,
Peruvanthanam UP School,9.5528238,76.9273132,preschool,,
St Antonys High School,9.5392957,76.8912208,preschool,,
St Joseph's HSS,9.5504486,76.9364371,preschool,,
St Louis LP School,9.5389254,76.8966335,preschool,,
St. Xaviour's Nursery School,11.6418764,75.8052324,preschool,,
Arpit Kid Care,30.1376169,74.1922826,preschool,,
Anganavadi Pottipara,10.9798791,76.1279507,preschool,,
Lakshamveedu Anganvadi,10.9835717,76.1306081,preschool,,
SECRWWO's Kindergarten Ajni,21.1264362,79.0912706,preschool,,
Shishu Vihar,20.7632327,78.5891015,preschool,,
Petals School,28.5803757,77.257053,preschool,,
Mira Pre-School,18.9160825,72.8196406,preschool,,
Childrens Land,11.9806134,79.776968,preschool,,
Anganavadi,12.2218971,76.3365921,preschool,,
First Steps Primary School,15.279341,73.934425,preschool,,
BLACK THUNDER,11.3244481,76.912938,preschool,,
Parilok,12.8827588,77.5848287,preschool,,
"Anganawadi No. 1, Hosakote",12.1905148,76.7853813,preschool,,
"Anganawadi No. 3, Hosakote",12.1805884,76.7892791,preschool,,
"Anganawadi No. 4, Hosakote",12.1792616,76.7870168,preschool,,
"Anganawadi No. 5, Hosakote",12.1883552,76.7847673,preschool,,
"Anganawadi No. 2, Hosakote",12.1886307,76.7889068,preschool,,
"Anganawadi No. 3, Alathuru",12.1773693,76.7809734,preschool,,
"Anganawadi No. 2, Alathuru",12.1781511,76.7769277,preschool,,
"Anganawadi, Madayyanahundi",12.1814157,76.7696559,preschool,,
"Anganawadi No. 1, Alathuru",12.1764302,76.7740684,preschool,,
"Anganawadi No. 2, Mudahalli",12.1719133,76.7650696,preschool,,
"Anganawadi No. 1, Mudahalli",12.1698973,76.7690411,preschool,,
"Anganawadi No. 2, Hulimavu",12.160567,76.7316298,preschool,,
"Anganawadi, Bokahalli Hosuru",12.1616254,76.7371612,preschool,,
"Anganawadi, Thoremavu",12.1272445,76.7056262,preschool,,
"Anganawadi, Himmavu",12.155043,76.7145779,preschool,,
"Anganawadi No. 1, Bokkalli",12.1471459,76.7366349,preschool,,
Anganwadi,15.00648,74.065025,preschool,,
"Anganawadi No. 1, Himmavuhundi",12.1540287,76.7124603,preschool,,
"Anganawadi No. 2, Himmavuhundi",12.1518451,76.7124718,preschool,,
"Anganawadi No. 3, Bokkalli",12.1466859,76.7370744,preschool,,
"Anganawadi No. 2, Bokkalli",12.147606,76.7371057,preschool,,
"Anganawadi No. 1, Hulimavu",12.1593737,76.7345625,preschool,,
"Anganawadi No. 2, Tumnerahalli",12.1900684,76.7947374,preschool,,
"Anganawadi No. 1, Tumnerahalli",12.1932117,76.7972897,preschool,,
"Anganawadi No. 1, Nandegunda",12.1963918,76.8083468,preschool,,
"Anganawadi, Maradihundi",12.2085954,76.7864724,preschool,,
"Anganawadi No. 1, Nandigundapura",12.2109788,76.7980938,preschool,,
"Anganawadi No. 2, Nandigunda",12.1975758,76.8065756,preschool,,
Dream kids play school ,11.6778579,78.1360429,preschool,,
ramala gardens,19.9534863,79.3051067,preschool,,
Preschool,13.4471232,74.8543109,preschool,,
Vanavani kindergarten,12.9990919,80.2396609,preschool,,
